state,r3_funding_region,county,r3_zone_id,census_tract_name,census_tract_geoid,service_delivery_minimum_funding_amount,service_delivery_maximum_funding_amount,planning_grant_minimum_funding_amount,planning_grant_maximum_funding_amount,high_need_area
Illinois,Cook - Chicago Southern,Cook County,101,Census Tract 5305.02,17031530502,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,360,Census Tract 8313,17031831300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,361,Census Tract 8314,17031831400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,366,Census Tract 8370,17031837000,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Northern,Boone County,559,Census Tract 101,17007010100,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Cook - Chicago Southern,Cook County,240,Census Tract 8424,17031842400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northern,Winnebago County,589,Census Tract 31,17201003100,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,590,Census Tract 32,17201003200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,591,Census Tract 33,17201003300,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,592,Census Tract 34,17201003400,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Chicago Northern,Cook County,255,Census Tract 315.01,17031031501,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,80,Census Tract 4909.01,17031490901,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,81,Census Tract 4909.02,17031490902,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,183,Census Tract 7004.01,17031700401,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Western,Cook County,367,Census Tract 8371,17031837100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,369,Census Tract 8374,17031837400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,370,Census Tract 8378,17031837800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,368,Census Tract 8373,17031837300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,380,Census Tract 8415,17031841500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,374,Census Tract 8387,17031838700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Southern,Cook County,110,Census Tract 5805.01,17031580501,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,202,Census Tract 7302.01,17031730201,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,49,Census Tract 4401.01,17031440101,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northern,Winnebago County,594,Census Tract 36.02,17201003602,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Chicago Western,Cook County,372,Census Tract 8381,17031838100,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Collar,Kane County,493,Census Tract 8540.02,17089854002,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Kane County,488,Census Tract 8529.04,17089852904,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,522,Census Tract 8661,17097866100,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Northern,Cook County,260,Census Tract 1406.02,17031140602,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Southern,Cook County,46,Census Tract 4313.01,17031431301,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,47,Census Tract 4313.02,17031431302,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,62,Census Tract 4603.02,17031460302,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,61,Census Tract 4603.01,17031460301,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,185,Census Tract 7005.02,17031700502,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Northern,Winnebago County,596,Census Tract 37.08,17201003708,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,597,Census Tract 37.09,17201003709,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,595,Census Tract 36.06,17201003606,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Cook - Suburban,Cook County,398,Census Tract 8137.01,17031813701,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Western,Cook County,378,Census Tract 8413,17031841300,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,375,Census Tract 8407,17031840700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Western,Cook County,381,Census Tract 8416,17031841600,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,382,Census Tract 8417,17031841700,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Collar,Will County,525,Census Tract 8809.03,17197880903,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Will County,541,Census Tract 8836.05,17197883605,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Northern,Cook County,268,Census Tract 1913.02,17031191302,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,267,Census Tract 1913.01,17031191301,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,271,Census Tract 2004.02,17031200402,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Cook - Chicago Northern,Cook County,270,Census Tract 2004.01,17031200401,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",Yes
Illinois,Cook - Chicago Western,Cook County,376,Census Tract 8408,17031840800,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,50,Census Tract 4401.02,17031440102,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,52,Census Tract 4402.02,17031440202,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Western,Cook County,379,Census Tract 8414,17031841400,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",Yes
Illinois,Cook - Chicago Western,Cook County,359,Census Tract 8305,17031830500,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Cook - Chicago Southern,Cook County,237,Census Tract 8404,17031840400,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,233,Census Tract 8392,17031839200,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Cook - Chicago Southern,Cook County,224,Census Tract 8355,17031835500,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,South Central,Madison County,729,Census Tract 4040,17119404000,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Collar,Will County,538,Census Tract 8828.02,17197882802,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,527,Census Tract 8814.01,17197881401,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Kane County,496,Census Tract 8546,17089854600,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Northern,Winnebago County,580,Census Tract 22,17201002200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,593,Census Tract 36.01,17201003601,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,573,Census Tract 12,17201001200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,569,Census Tract 5.02,17201000502,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,568,Census Tract 2,17201000200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Winnebago County,567,Census Tract 1.03,17201000103,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Winnebago County,579,Census Tract 21,17201002100,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Central,Morgan County,681,Census Tract 9516,17137951600,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Central,Morgan County,682,Census Tract 9517,17137951700,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Northern,DeKalb County,561,Census Tract 13,17037001300,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,South Central,St. Clair County,753,Census Tract 5046,17163504600,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Northern,Winnebago County,570,Census Tract 8,17201000800,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,South Central,St. Clair County,745,Census Tract 5024.04,17163502404,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,St. Clair County,740,Census Tract 5014,17163501400,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,Madison County,719,Census Tract 4014,17119401400,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,Madison County,718,Census Tract 4007,17119400700,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Collar,Will County,540,Census Tract 8836.03,17197883603,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,542,Census Tract 8837,17197883700,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Chicago Northern,Cook County,256,Census Tract 315.02,17031031502,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,South Central,Madison County,716,Census Tract 4001.02,17119400102,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,Richland County,733,Census Tract 9780,17159978000,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Northern,DeKalb County,560,Census Tract 10.01,17037001001,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,South Central,Effingham County,712,Census Tract 9508,17049950800,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Collar,Kane County,486,Census Tract 8513.02,17089851302,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Kane County,485,Census Tract 8513.01,17089851301,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Northwest Central,McLean County,636,Census Tract 14.04,17113001404,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Northwest Central,McLean County,635,Census Tract 14.03,17113001403,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Collar,Kane County,490,Census Tract 8530.07,17089853007,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Central,Macon County,673,Census Tract 12,17115001200,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Cook - Chicago Southern,Cook County,105,Census Tract 5401.02,17031540102,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,184,Census Tract 7004.02,17031700402,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Suburban,Cook County,477,Census Tract 8301,17031830100,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Collar,Lake County,513,Census Tract 8624.01,17097862401,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Suburban,Cook County,478,Census Tract 8302.01,17031830201,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,480,Census Tract 8303,17031830300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,465,Census Tract 8289,17031828900,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,399,Census Tract 8139,17031813900,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,400,Census Tract 8142,17031814200,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,401,Census Tract 8143,17031814300,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Collar,Lake County,521,Census Tract 8632.01,17097863201,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Central,Macoupin County,679,Census Tract 9564,17117956400,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Cook - Suburban,Cook County,425,Census Tract 8255.04,17031825504,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,426,Census Tract 8255.05,17031825505,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,428,Census Tract 8257,17031825700,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Collar,Lake County,520,Census Tract 8631,17097863100,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,507,Census Tract 8603.02,17097860302,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Will County,523,Census Tract 8801.06,17197880106,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Lake County,509,Census Tract 8620,17097862000,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Lake County,510,Census Tract 8621,17097862100,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Lake County,511,Census Tract 8622,17097862200,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,515,Census Tract 8626.05,17097862605,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,517,Census Tract 8628,17097862800,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,518,Census Tract 8629.01,17097862901,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Lake County,519,Census Tract 8629.02,17097862902,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Central,Sangamon County,705,Census Tract 38.01,17167003801,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Central,Sangamon County,688,Census Tract 5.04,17167000504,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
Illinois,Northeast Central,Champaign County,549,Census Tract 56,17019005600,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Collar,Will County,529,Census Tract 8818,17197881800,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,530,Census Tract 8819,17197881900,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Lake County,514,Census Tract 8625.02,17097862502,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,531,Census Tract 8820,17197882000,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,535,Census Tract 8824,17197882400,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Will County,536,Census Tract 8825,17197882500,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Will County,539,Census Tract 8831,17197883100,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,526,Census Tract 8812,17197881200,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Will County,533,Census Tract 8822,17197882200,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,534,Census Tract 8823,17197882300,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Will County,532,Census Tract 8821,17197882100,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Northeast Central,Vermilion County,552,Census Tract 2,17183000200,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",Yes
Illinois,Collar,Lake County,516,Census Tract 8627,17097862700,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Cook - Chicago Southern,Cook County,123,Census Tract 6116,17031611600,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Southern,Cook County,42,Census Tract 4307,17031430700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Cook - Chicago Northern,Cook County,264,Census Tract 1910,17031191000,"$25,000 ","$809,000 ","$25,000 ","$89,889 ",No
Illinois,Northwest Central,Tazewell County,660,Census Tract 208,17179020800,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Northeast Central,Vermilion County,554,Census Tract 4,17183000400,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",Yes
Illinois,Collar,Lake County,512,Census Tract 8623,17097862300,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Cook - Chicago Southern,Cook County,192,Census Tract 7107,17031710700,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",No
Illinois,Southern,Jackson County,757,Census Tract 109,17077010900,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Collar,Lake County,506,Census Tract 8603.01,17097860301,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,South Central,Crawford County,710,Census Tract 8804,17033880400,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Cook - Chicago Western,Cook County,341,Census Tract 2832,17031283200,"$25,000 ","$1,852,442 ","$25,000 ","$205,827 ",No
Illinois,Collar,Lake County,508,Census Tract 8605,17097860500,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Northern,Ogle County,562,Census Tract 9616,17141961600,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,South Central,St. Clair County,752,Census Tract 5045,17163504500,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Northeast Central,Champaign County,545,Census Tract 7,17019000700,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Northeast Central,Champaign County,546,Census Tract 8,17019000800,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Northeast Central,Champaign County,547,Census Tract 9.01,17019000901,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Northwest Central,McLean County,640,Census Tract 59,17113005900,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Collar,Kankakee County,503,Census Tract 123,17091012300,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",Yes
Illinois,Collar,Kankakee County,504,Census Tract 124,17091012400,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Cook - Suburban,Cook County,412,Census Tract 8180,17031818000,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,472,Census Tract 8294.02,17031829402,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,South Central,St. Clair County,738,Census Tract 5012,17163501200,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,739,Census Tract 5013,17163501300,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,741,Census Tract 5015.02,17163501502,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,St. Clair County,744,Census Tract 5024.01,17163502401,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,746,Census Tract 5025,17163502500,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,St. Clair County,743,Census Tract 5022,17163502200,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,747,Census Tract 5026.02,17163502602,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,737,Census Tract 5011,17163501100,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,St. Clair County,734,Census Tract 5004,17163500400,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,748,Census Tract 5026.03,17163502603,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,749,Census Tract 5027,17163502700,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,750,Census Tract 5028,17163502800,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,St. Clair County,751,Census Tract 5029,17163502900,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,Northwest,Rock Island County,607,Census Tract 233,17161023300,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Northwest,Rock Island County,604,Census Tract 206,17161020600,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,South Central,St. Clair County,742,Census Tract 5017,17163501700,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Northwest Central,Mason County,626,Census Tract 9565,17125956500,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Cook - Suburban,Cook County,395,Census Tract 8113.02,17031811302,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Northern,Stephenson County,565,Census Tract 12,17177001200,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Stephenson County,563,Census Tract 7,17177000700,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",Yes
Illinois,Northern,Stephenson County,566,Census Tract 13,17177001300,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northern,Stephenson County,564,Census Tract 8,17177000800,"$25,000 ","$717,818 ","$25,000 ","$79,758 ",No
Illinois,Northwest,Rock Island County,612,Census Tract 245,17161024500,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Northeast Central,Champaign County,544,Census Tract 2,17019000200,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Cook - Suburban,Cook County,474,Census Tract 8297,17031829700,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Suburban,Cook County,476,Census Tract 8300.03,17031830003,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Cook - Suburban,Cook County,445,Census Tract 8268,17031826800,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Cook - Chicago Southern,Cook County,188,Census Tract 7103,17031710300,"$25,000 ","$4,009,466 ","$25,000 ","$445,496 ",Yes
Illinois,Northwest,Rock Island County,608,Census Tract 235,17161023500,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",No
Illinois,Northwest,Rock Island County,609,Census Tract 236,17161023600,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",Yes
Illinois,Northwest,Rock Island County,610,Census Tract 237,17161023700,"$20,000 ","$245,577 ","$20,000 ","$27,286 ",Yes
Illinois,South Central,Madison County,727,Census Tract 4032,17119403200,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,Madison County,726,Census Tract 4026,17119402600,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Northwest Central,Tazewell County,661,Census Tract 209,17179020900,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,South Central,Madison County,722,Census Tract 4021,17119402100,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",No
Illinois,South Central,Madison County,723,Census Tract 4022,17119402200,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,South Central,Madison County,725,Census Tract 4025,17119402500,"$25,000 ","$830,620 ","$25,000 ","$92,291 ",Yes
Illinois,Cook - Suburban,Cook County,464,Census Tract 8285.06,17031828506,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",No
Illinois,Northeast Central,Champaign County,548,Census Tract 53,17019005300,"$25,000 ","$312,885 ","$25,000 ","$34,765 ",No
Illinois,Cook - Suburban,Cook County,427,Census Tract 8256,17031825600,"$25,000 ","$2,166,010 ","$25,000 ","$240,668 ",Yes
Illinois,Collar,Lake County,505,Census Tract 8602,17097860200,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,DuPage County,482,Census Tract 8426.04,17043842604,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Southern,Franklin County,755,Census Tract 406,17055040600,"$20,000 ","$270,124 ","$20,000 ","$30,014 ",No
Illinois,Northwest Central,De Witt County,618,Census Tract 9718,17039971800,"$25,000 ","$858,668 ","$25,000 ","$95,408 ",No
Illinois,Collar,Kane County,484,Census Tract 8508,17089850800,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Collar,Kane County,487,Census Tract 8514,17089851400,"$25,000 ","$1,374,297 ","$25,000 ","$152,700 ",No
Illinois,Central,Scott County,706,Census Tract 9706,17171970600,"$25,000 ","$728,093 ","$25,000 ","$80,899 ",No
